Storage Interface,Colour,Screen Details,RAM Type,Removable Battery,RAM,Display Type,Weight,USB 3.1,Hard Drive RPM,USB 2.0,Touchscreen,Processor Brand,Webcam Resolution,Screen Resolution,Technologies,Input,Pointer Input,Processor,Adapter,Processor Details,Fingerprint Scanner,RJ45 LAN (Ethernet),Graphics Memory Type,Memory Slots,WiFi,Warranty,RAM Expandable Upto,Storage Type,Graphics Processor,2 in 1 Laptop (Convertible),HDMI,Bluetooth,VGA,Processor Clock Speed,Optical Drive,Video Recording,Warranty Details,Battery Type,Micro USB,Webcam,OS Version,Sales Package,Chipset,USB 3.0,Dimensions (mm),RAM Frequency,Cache,Keyboard,Secondary Storage Capacity,Storage Capacity,Mini DisplayPort,Lockport,Operating System,Battery Cell,Processor Model,Media Card Support,Speakers,Battery Capacity,Dedicated Graphics Memory,Warranty Type,USB Type C,Battery Life (Upto),SIM Card Slot,Screen Size
 SATA , Black , HD Anti-Glare LED Display , DDR4 ,, 4GB 6 / 10 , LED , 2.1 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels 8 / 10 , Waves MaxxAudio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (6th Gen) 8 / 10 , 40 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , Intel HD Graphics 520 ,,," Yes, 4.1 ",, 2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 23.6 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 4 Cell , 6006U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD Anti-Glare LED-Backlit Display , DDR4 ,, 4GB 8 / 10 , LED ,,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Pentium Quad Core 6 / 10 , 40 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel UHD 605 ,,," Yes, 4.1 ",, 2.7GHz ," Yes, DVD R/W Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 260 x 23.6 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, Yes 10 / 10 , Windows , 4 Cell , N5000 ," SD, SDHC, SDXC ", Tuned Speakers ,,,,,,, 15.6 inch 
 SATA , Grey , HD Truelife LED-Backlit Display , DDR4 ,, 4GB 6 / 10 , LED ,,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels 8 / 10 , Waves MaxxAudio ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (6th Gen) 8 / 10 , 45 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 16GB , HDD , Intel HD Graphics 520 ,,," Yes, 4.0 ",, 2GHz ," Yes, DVD-RW ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Warranty Documents ",," Yes, 3 ", 380 x 260.3 x 25 , 2400MHz ,, QWERTY + Numpad ,, 1TB 10 / 10 ,, Yes 10 / 10 , Windows , 4 Cell , 6006U ," SD, SDHC, SDXC ",,,,,,,, 15.6 inch 
 SATA , Black , HD Truelife LED-Backlit Display , DDR4 ,, 4GB 6 / 10 , LED ,,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels 7 / 10 , Waves MaxxAudio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (6th Gen) 8 / 10 , 40 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , Intel HD Graphics 520 ,,," Yes, 4.1 ", Yes , 2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260.3 x 25.1 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 4 Cell , 6006U ," SD, SDHC, SDXC ", Two Tuned Speakers ,,,,,,, 15.6 inch 
 SATA , Black , Full HD LED Backlit Anti-Glare IPS Display , DDR4 ,, 8GB 8 / 10 , LED , 2.13 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 45 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , Intel HD Graphics 620 ,,," Yes, 4.1 ",, 1.6GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 260.3 x 23.6 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 4 Cell , 8250U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
, Platinum Silver , Full HD LED Backlit Anti-glare IPS Display , DDR4 ,, 8GB 8 / 10 ,, 1.4 kg ," Yes, 2 ",, No , No , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (8th Gen) 9 / 10 ,, Turbo Boost Upto 3.4 GHz , No , No ,,," Yes, IEEE 802.11ac ", 1 Year , Upto 32GB , SSD , Intel HD Graphics 620 , No , Yes ," Yes, 4.1 ", No , 1.6GHz , No ,,,, No ," Yes, HD Webcam 10 / 10 ", Windows 10 ,,, No , 12.75 x 8.66 x 0.62 , 2400MHz , 6 MB , QWERTY ,, 256GB 9 / 10 , No ,, Windows ,, 8250U ," SD, SDHC, SDXC ", Built-in Dual Speakers ,,, Onsite ," Yes, 1 ",, No , 13 inch 
 SATA , Platinum Silver , Full HD LED Backlit Touch Screen Display , DDR4 ,, 4GB 7 / 10 , LED , 1.7 kg ,, 5400 RPM ," Yes, 1 ", Yes , Intel ,, 1920 x 1080 pixels 8 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Core i3 (8th Gen) 9 / 10 , 42 W , 8145U ,,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics 620 ,,," Yes, 4.1 ",, 2.1GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 328 x 232.8 x 19.7 , 2666MHz ,, QWERTY ,, 1TB 10 / 10 ,, Yes 10 / 10 , Windows , 3 Cell ,," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 14 inch 
 SATA , Black , HD LED Backlit Widescreen Anti-Glare Display , DDR3 , Yes , 4GB 6 / 10 ,, 2.4 kg ,, 5400 RPM ," Yes, 2 ", No , Intel , 0.9MP , 1366 x 768 pixels 8 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i3 (4th Gen) 7 / 10 , 45 W AC Adaptor ,,, Yes ,,1, Yes , 1 Year , Upto 8GB , HDD , Intel HD Graphics 4400 , No ," Yes, 1.4a "," Yes, 4.0 ", No , 1.7GHz , Yes ,,,, No ,, Ubuntu ,, 4005U ," Yes, 1 ", 14.96 x 10.25 x 0.93 , 1600MHz , 3 MB , QWERTY + Numpad ,, 500GB 8 / 10 , No ,, Linux ,,," SD, SDHC, SDXC ", 2 Tuned Speakers With Maxx Audio , 40 WHr ,," Onsite, Accidental Damage ", No , 8 hours , No , 15.6 inch 
 SATA , Silver , Full HD LED Backlit Anti-Glare Display , DDR4 ,, 4GB 6 / 10 , LED , 1.37 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 9 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Core i3 (7th Gen) 8 / 10 , 42 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics 620 ,,," Yes, 4.1 ",, 2.3GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 258 x 19.9 , 2666MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 3 Cell , 7020U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 15.6 inch 
, Silver , Full HD LED Anti Glare InfinityEdge display , DDR3 ,, 8GB 8 / 10 , LED , 1.29 kg ,,,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , MaxxAudio Pro ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 60 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 620 ,,," Yes, 4.1 ", Yes , 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 304 x 200 x 15 , 1866MHz ,, QWERTY ,, 256GB 9 / 10 ,, No , Windows ,, 8250U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 13 inch 
, Silver , Full HD LED Backlit IPS Display , DDR4 ,, 8GB 8 / 10 , LED , 1.4 kg ,,,, No , Intel ,, 1920 x 1080 pixels 7 / 10 ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (8th Gen) 8 / 10 ,,, Yes 10 / 10 ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 620 ,,, Yes ,, 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 323.9 x 219.9 x 15.8 , 2400MHz ,," QWERTY + Numpad, Backlit ",, 256GB 9 / 10 ,, No , Windows ,, 8250U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 13.3 inch 
 SATA , Black , Full HD LED Backlit Anti-Glare Display , DDR4 ,, 8GB 8 / 10 , LED , 2.28 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 ,," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 65 W , 8265U , No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , AMD Radeon 520 ,,," Yes, 4.2 ",, 1.6GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 258 x 20.6 , 2133MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 3 Cell ,," SD, SDHC, SDXC ", Dual speakers ,, 2GB Graphics ,,, 6 hours ,, 15.6 inch 
 SATA , Black , HD LED Backlit Display , DDR4 , Yes , 4GB 7 / 10 ,, 2.24 kg , No , 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (7th Gen) 9 / 10 , 65 W , Turbo Boost Upto 3.1 GHz , No , Yes , GDDR3 ,2," Yes, IEEE 802.11b/g/n ", 1 Year , Upto 16GB , HDD , AMD Radeon R5 M430 , No , Yes ," Yes, v4.0 ", Yes , 2.5GHz , Yes ,,,, No , Yes 10 / 10 , Ubuntu ,,," Yes, 2 ", 14.96 x 10.24 x 1 , 2400MHz , 3 MB , QWERTY + Numpad ,, 1TB 10 / 10 , No ,, Linux ,, 7200U ," SD, SDHC, SDXC, MMC ", Built-in Speakers ,, 2GB Graphics ," Onsite, Accidental Damage ", No ,, No , 15.6 inch 
 SATA , Black , Truelife LED-Backlit Display , DDR4 ,, 4GB 6 / 10 , LED , 2.5 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels 8 / 10 , Waves MaxxAudio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (6th Gen) 8 / 10 , 40 W , 6006U , No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , Intel HD Graphics 520 ,,," Yes, 4.0 ", Yes , 2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260.3 x 25.1 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, Yes 10 / 10 , Windows , 4 Cell ,," SD, SDHC, SDXC ", 2 Tuned Speakers ,,,,,,, 15.6 inch 
 SATA , Silver , Full HD LED Backlit Anti-glare IPS Display , DDR4 ,, 8GB 8 / 10 , LCD , 1.9 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves Maxx Audio Pro ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 42 W , 8265U , No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , NVIDIA GeForce MX130 ,,," Yes, 4.1 ",, 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 364 x 248 x 22 , 2666MHz ,, Backlit ,, 512GB 10 / 10 ,, Yes 10 / 10 , Windows , 3 Cell ,," SD, SDHC, SDXC ", Dual speakers ,, 2GB Graphics ,,,,, 15.6 inch 
, Grey , Full HD LED Backlit Display , DDR4 ,, 16GB 9 / 10 , LED , 2.5 kg ,,,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , MaxxAudio Pro ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i7 (9th Gen) 9 / 10 , 60 W , 9750H , No ,,,2," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , NVIDIA GeForce RTX 2070 ,,," Yes, 4.1 ",, 2.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 364.3 x 273.4 x 19.9 , 2666MHz ,," QWERTY + Numpad, Backlit ",, 512GB 10 / 10 ,, Yes 10 / 10 , Windows , 4 Cell ,," SD, SDHC, SDXC ", Dual speakers ,, 8GB Graphics ,,,,, 15.6 inch 
, Grey , Full HD LED Backlit Display , DDR4 ,, 16GB 10 / 10 , LED , 2.5 kg ,,,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , MaxxAudio Pro ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i7 (9th Gen) 10 / 10 , 60 W , 9750H , No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , NVIDIA GeForce GTX 1660 ,,," Yes, 4.1 ",, 2.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 364 x 273.4 x 19.9 , 2666MHz ,," QWERTY + Numpad, Backlit ",, 512GB 10 / 10 ,, Yes 10 / 10 , Windows , 4 Cell ,," SD, SDHC, SDXC ", Dual speakers ,, 6GB Graphics ,,,,, 15.6 inch 
 SATA , Grey , Full HD Anti-glare LED-Backlit Display , DDR4 ,, 8GB 8 / 10 , LED , 2.2 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 , MaxxAudio Pro ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 42 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 32GB , HDD , AMD Radeon 530 ,,," Yes, 4.1 ",, 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 258 x 22.7 , 2400MHz ,, QWERTY ,, 2TB 10 / 10 ,, No , Windows , 3 Cell , 8250U ," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,,,, 15.6 inch 
 SATA , Black , HD LED Backlit Anti-glare Display , DDR4 ,, 4GB 6 / 10 , LED , 2.4 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels 7 / 10 , Waves Maxx Audio Pro ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i3 (7th Gen) 8 / 10 , 42 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , Intel HD Graphics 620 ,,," Yes, 4.1 ",, 2.3GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 258 x 22.7 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, Yes 10 / 10 , Windows , 3 Cell , 7020U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 15.6 inch 
 SATA , Black , Full HD LED Backlit Anti Glare Slim Display , DDR4 ,, 4GB 6 / 10 , LED , 2.1 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 10 / 10 ,," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i3 (7th Gen) 8 / 10 , 40 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , AMD Radeon 520 ,,," Yes, 4.2 ",, 2.3GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ", 380 x 260 x 23.6 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 4 Cell , 7020U ," SD, SDHC, SDXC ", Dual speakers ,, 2GB Graphics ,,,,, 15.6 inch 
 SATA , Grey , HD LED Backlit Anti-glare Display , DDR4 ,, 4GB 6 / 10 , LED , 2.2 kg ,, 5400 RPM ," Yes, 1 ", No , AMD ,, 1366 x 768 pixels 8 / 10 , Waves MaxxAudio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Ryzen 3 7 / 10 , 45 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , AMD Radeon Vega 3 ,,," Yes, 4.1 ", No , 2.5GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 258 x 22.7 , 2133MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 3 Cell , 2200U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 15.6 inch 
, Epic Silver , Full HD LED Backlit Anti-Glare Display , DDR4 ,, 8GB 8 / 10 , LED , 2.4 kg ,,,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , Dolby Audio ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i7 (8th Gen) 9 / 10 , 90 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 32GB , SSD , NVIDIA GeForce RTX 2060 ,,," Yes, 5.0 ",, 2.2GHz , No , 1080p FHD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 363 x 275 x 21 , 2666MHz ,," QWERTY + Numpad, Backlit ",, 512GB 10 / 10 ,, No , Windows ,, 8750H ," SD, SDHC, SDXC ", Stereo speakers ,, 6GB Graphics ,,,,, 15.6 inch 
, Platinum Silver , Full HD LED Backlit Touch Screen Display , DDR4 ,, 8GB 8 / 10 , LED , 1.7 kg ,,," Yes, 1 ", Yes , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) 8 / 10 , 42 W , 8265U ,,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 620 ,,," Yes, 4.1 ",, 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 328 x 232.8 x 19.7 , 2666MHz ,, QWERTY ,, 512GB 10 / 10 ,, No , Windows , 3 Cell ,," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 14 inch 
 SATA , Platinum Silver , Full HD LED Backlit Anti-Glare Display , DDR4 ,, 8GB 8 / 10 , LED , 2.2 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) 8 / 10 , 65 W , 8265U , No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , NVIDIA GeForce MX150 ,,," Yes, 4.1 ",, 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,,, 2666MHz ,, QWERTY ,, 128GB 8 / 10 ,, Yes 10 / 10 , Windows , 3 Cell ,," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,,,, 15.6 inch 
, Platinum Silver , Full HD LED Backlit Touch Screen Display , DDR4 ,, 8GB 8 / 10 , LED , 1.45 kg ,,,, Yes , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) 8 / 10 , 45 W , 8265U , No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 620 ,,," Yes, 4.1 ",, 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 307.7 x 212.45 x 13.6 , 2400MHz ,, QWERTY ,, 256GB 9 / 10 ,, No , Windows , 3 Cell ,," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 13.3 inch 
 SATA , Platinum Silver , Full HD LED Backlit Anti-Glare Display , DDR4 ,, 8GB 8 / 10 , LED , 2.2 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Core i7 (8th Gen) 9 / 10 , 65 W , 8565U , No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , NVIDIA GeForce MX150 ,,," Yes, 4.1 ",, 1.8GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,,, 2666MHz ,, QWERTY ,, 128GB 8 / 10 ,, No , Windows , 3 Cell ,," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,,,, 15.6 inch 
, Platinum Silver , Full HD LED Backlit Touch Screen Display , DDR4 ,, 8GB 8 / 10 , LED , 1.7 kg ,,," Yes, 1 ", Yes , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) 8 / 10 , 42 W , 8265U ,,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , NVIDIA GeForce MX130 ,,," Yes, 4.1 ",, 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 328 x 232.8 x 19.7 , 2666MHz ,, QWERTY ,, 512GB 10 / 10 ,, No , Windows , 3 Cell ,," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,,,, 14 inch 
 SATA , Black , Full HD LED Backlit Anti-Glare IPS Display , DDR4 ,, 4GB 7 / 10 , LED , 2.4 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 8 / 10 , Waves MaxxAudio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (7th Gen) 9 / 10 , 40 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , AMD Radeon 520 ,,," Yes, 4.1 ",, 2.3GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 260.3 x 23.6 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 4 Cell , 7020U ," SD, SDHC, SDXC ", Dual Tuned Speakers ,, 2GB Graphics ,,,,, 15.6 inch 
 SATA , Black , HD LED Backlit Truelife Display , DDR3 ,, 4GB 6 / 10 ,, 2.2 kg ,, 5400 RPM ," Yes, 2 ", No , Intel ,, 1366 x 768 pixels 8 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i3 (5th Gen) 7 / 10 ,, 2 Cores , No , Yes ,,1, Yes , 1 Year ,, HDD , Intel HD Graphics 5500 , No , Yes , Yes ,, 2GHz ," Yes, CD/DVD writer ",,,,, Yes 10 / 10 , Ubuntu ,,," Yes, 1 ", 14.96 x 10.23 x 0.854 , 1600MHz , 3 MB , QWERTY + Numpad ,, 1TB 10 / 10 ,,, Linux ,, 5005U ," SD, SDHC, SDXC ", 2 Tuned Speakers with Waves MaxxAudio Processing ,,, Onsite ,, 4.5 hours ,, 15.6 inch 
 SATA , Black , Full HD LED Backlit Anti-Glare Display , DDR4 ,, 8GB 10 / 10 , LED , 2.2 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels 9 / 10 ,," Microphone Jack, Headphone + Microphone Combo Jack, Headphone Jack ", Trackpad , Intel Core i7 (8th Gen) 10 / 10 , 45 W , 8565U , No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , AMD Radeon 520 ,,," Yes, 4.2 ",, 1.8GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 258 x 19.8 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 3 Cell ,," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,, 8 hours ,, 15.6 inch 
